Time(ms),Speed(kmh),RPM,LeftSignal,RightSignal,HighBeam,FuelLevel(%),EngineTemp(C),CheckEngine,BrakeWarn,DoorAjar
150400,159.3,5896,0,0,1,100,71,0,1,1
150500,159.7,5907,0,0,1,100,71,0,1,1
150600,158.6,5875,0,0,1,100,71,0,1,1
150700,156.1,5789,0,0,1,100,71,0,1,1
150800,158.7,5880,0,0,1,100,71,0,1,1
150900,158.2,5858,0,0,1,100,71,0,1,1
151000,157.0,5821,0,0,1,100,71,0,1,1
151100,155.0,5762,0,0,1,100,71,0,1,1
151200,155.7,5777,0,0,1,100,71,0,1,1
151300,156.6,5813,0,0,1,100,71,0,1,1
151400,154.9,5760,0,0,1,100,71,0,1,1
151500,154.1,5733,0,0,1,100,71,0,1,1
151600,156.7,5818,0,0,1,100,71,0,1,1
151700,155.8,5780,0,0,1,100,71,0,1,1
151800,155.4,5773,0,0,1,100,71,0,1,1
151900,156.1,5800,0,0,1,100,71,0,1,1
152000,155.6,5776,0,0,1,100,71,0,1,1
152100,156.1,5797,0,0,1,100,71,0,1,1
152200,152.3,5673,0,0,1,100,71,0,1,1
152300,151.7,5652,0,0,1,100,71,0,1,1
152400,153.4,5712,0,0,1,100,71,0,1,1
152500,151.5,5643,0,0,1,100,71,0,1,1
152600,152.0,5660,0,0,1,100,71,0,1,1
152700,151.8,5655,0,0,1,100,71,0,1,1
152800,150.5,5615,0,0,1,100,71,0,1,1
152900,151.8,5658,0,0,1,100,71,0,1,1
153000,152.2,5671,0,0,1,100,71,0,1,1
153100,150.0,5596,0,0,1,100,71,0,1,1
153200,149.4,5581,0,0,1,100,71,0,1,1
153300,151.0,5632,0,0,1,100,71,0,1,1
153400,148.8,5560,0,0,1,100,71,0,1,1
153500,150.7,5621,0,0,1,100,71,0,1,1
153600,148.0,5531,0,0,1,100,71,0,1,1
153700,149.8,5593,0,0,1,100,71,0,1,1
153800,149.1,5573,0,0,1,100,71,0,1,1
153900,149.2,5570,0,0,1,100,71,0,1,1
154000,148.5,5547,0,0,1,100,71,0,1,1
154100,147.4,5520,0,0,1,100,71,0,1,1
154200,147.7,5524,0,0,1,100,71,0,1,1
154300,147.9,5530,0,0,1,100,71,0,1,1
154400,145.9,5471,0,0,1,100,71,0,1,1
154500,146.3,5481,0,0,1,100,71,0,1,1
154600,143.9,5409,0,0,1,100,71,0,1,1
154700,142.8,5373,0,0,1,100,71,0,1,1
154800,142.9,5377,0,0,1,100,71,0,1,1
154900,143.8,5402,0,0,1,100,71,0,1,1
155000,143.6,5398,0,0,1,100,71,0,1,1
155100,144.7,5425,0,0,1,100,71,0,1,1
155200,144.0,5405,0,0,1,100,71,0,1,1
155300,142.6,5363,0,0,1,100,71,0,1,1
155400,142.7,5369,0,0,1,100,71,0,1,1
155500,142.7,5364,0,0,1,100,71,0,1,1
155600,143.0,5379,0,0,1,100,71,0,1,1
155700,142.8,5371,0,0,1,100,71,0,1,1
155800,140.1,5283,0,0,1,100,71,0,1,1
155900,141.3,5321,0,0,1,100,71,0,1,1
156000,140.2,5284,0,0,1,100,71,0,1,1
156100,138.5,5228,0,0,1,100,71,0,1,1
156200,140.4,5291,0,0,1,100,71,0,1,1
156300,138.5,5228,0,0,1,100,71,0,1,1
156400,141.0,5316,0,0,1,100,71,0,1,1
156500,138.5,5233,0,0,1,100,71,0,1,1
156600,136.9,5180,0,0,1,100,71,0,1,1
156700,138.1,5218,0,0,1,100,71,0,1,1
156800,139.2,5258,0,0,1,100,71,0,1,1
156900,137.0,5186,0,0,1,100,71,0,1,1
157000,136.8,5175,0,0,1,100,71,0,1,1
157100,135.4,5136,0,0,1,100,71,0,1,1
157200,135.1,5120,0,0,1,100,71,0,1,1
157300,137.0,5178,0,0,1,100,71,0,1,1
157400,134.7,5107,0,0,1,100,71,0,1,1
157500,135.7,5145,0,0,1,100,71,0,1,1
157600,135.3,5132,0,0,1,100,71,0,1,1
157700,134.8,5114,0,0,1,100,71,0,1,1
157800,134.2,5094,0,0,1,100,71,0,1,1
157900,133.9,5085,0,0,1,100,71,0,1,1
158000,133.9,5086,0,0,1,100,71,0,1,1
158100,133.7,5074,0,0,1,100,71,0,1,1
158200,134.0,5090,0,0,1,100,71,0,1,1
158300,133.1,5058,0,0,1,100,71,0,1,1
158400,131.3,4998,0,0,1,100,71,0,1,1
158500,131.0,4995,0,0,1,100,71,0,1,1
158600,132.5,5035,0,0,1,100,71,0,1,1
158700,131.9,5019,0,0,1,100,71,0,1,1
158800,133.3,5066,0,0,1,100,71,0,1,1
158900,132.5,5038,0,0,1,100,71,0,1,1
159000,133.4,5065,0,0,1,100,71,0,1,1
159100,131.2,5000,0,0,1,100,71,0,1,1
159200,129.9,4959,0,0,1,100,71,0,1,1
159300,131.3,5005,0,0,1,100,71,0,1,1
159400,130.9,4987,0,0,1,100,71,0,1,1
159500,128.3,4908,0,0,1,100,71,0,1,1
159600,129.8,4959,0,0,1,100,71,0,1,1
159700,129.4,4942,0,0,1,100,71,0,1,1
159800,128.0,4897,0,0,1,100,71,0,1,1
159900,127.0,4865,0,0,1,100,71,0,1,1
160000,129.0,4925,0,0,1,100,71,0,1,1
160100,127.7,4885,0,0,1,100,71,0,1,1
160200,126.4,4845,0,0,1,100,71,0,1,1
160300,128.0,4896,0,0,1,100,71,0,1,1
160400,126.0,4833,0,0,1,100,71,0,1,1
160500,128.0,4899,0,0,1,100,71,0,1,1
160600,126.0,4834,0,0,1,100,71,0,1,1
160700,126.1,4836,0,0,1,100,71,0,1,1
160800,123.9,4767,0,0,1,100,71,0,1,1
160900,123.9,4759,0,0,1,100,71,0,1,1
161000,123.3,4743,0,0,1,100,71,0,1,1
161100,124.9,4801,0,0,1,100,71,0,1,1
161200,125.9,4828,0,0,1,100,71,0,1,1
161300,126.1,4834,0,0,1,100,71,0,1,1
161400,124.4,4781,0,0,1,100,71,0,1,1
161500,122.0,4703,0,0,1,100,71,0,1,1
161600,122.6,4728,0,0,1,100,71,0,1,1
161700,124.3,4775,0,0,1,100,71,0,1,1
161800,122.8,4729,0,0,1,100,71,0,1,1
161900,120.5,4662,0,0,1,100,71,0,1,1
162000,120.7,4664,0,0,1,100,71,0,1,1
162100,121.9,4695,0,0,1,100,71,0,1,1
162200,120.8,4665,0,0,1,100,71,0,1,1
162300,119.5,4628,0,0,1,100,71,0,1,1
162400,119.0,4608,0,0,1,100,71,0,1,1
162500,121.1,4674,0,0,1,100,71,0,1,1
162600,119.7,4625,0,0,1,100,71,0,1,1
162700,120.2,4650,0,0,1,100,71,0,1,1
162800,119.0,4604,0,0,1,100,71,0,1,1
162900,117.4,4558,0,0,1,100,71,0,1,1
163000,117.2,4552,0,0,1,100,71,0,1,1
163100,117.9,4577,0,0,1,100,71,0,1,1
163200,116.3,4526,0,0,1,100,71,0,1,1
163300,117.0,4540,0,0,1,100,71,0,1,1
163400,116.1,4515,0,0,1,100,71,0,1,1
163500,117.8,4569,0,0,1,100,71,0,1,1
163600,117.4,4560,0,0,1,100,71,0,1,1
163700,117.4,4555,0,0,1,100,71,0,1,1
163800,114.9,4478,0,0,1,100,71,0,1,1
163900,115.4,4491,0,0,1,100,71,0,1,1
164000,115.2,4485,0,0,1,100,71,0,1,1
164100,114.6,4461,0,0,1,100,71,0,1,1
164200,113.4,4425,0,0,1,100,71,0,1,1
164300,114.0,4444,0,0,1,100,71,0,1,1
164400,114.7,4468,0,0,1,100,71,0,1,1
164500,113.1,4421,0,0,1,100,71,0,1,1
164600,112.6,4406,0,0,1,100,71,0,1,1
164700,111.5,4363,0,0,1,100,71,0,1,1
164800,111.3,4358,0,0,1,100,71,0,1,1
164900,111.6,4370,0,0,1,100,71,0,1,1
165000,111.4,4367,0,0,1,100,71,0,1,1
165100,110.7,4345,0,0,1,100,71,0,1,1
165200,112.3,4391,0,0,1,100,71,0,1,1
165300,111.9,4381,0,0,1,100,71,0,1,1
165400,110.0,4323,0,0,1,100,71,0,1,1
165500,111.5,4364,0,0,1,100,71,0,1,1
165600,109.0,4289,0,0,1,100,71,0,1,1
165700,109.1,4293,0,0,1,100,71,0,1,1
165800,110.7,4345,0,0,1,100,71,0,1,1
165900,108.8,4275,0,0,1,100,71,0,1,1
166000,107.3,4234,0,0,1,100,71,0,1,1
166100,107.1,4221,0,0,1,100,71,0,1,1
166200,106.6,4215,0,0,1,100,71,0,1,1
166300,106.3,4199,0,0,1,100,71,0,1,1
166400,107.7,4242,0,0,1,100,71,0,1,1
166500,107.1,4223,0,0,1,100,71,0,1,1
166600,106.7,4214,0,0,1,100,71,0,1,1
166700,107.1,4225,0,0,1,100,71,0,1,1
166800,105.4,4168,0,0,1,100,71,0,1,1
166900,105.3,4173,0,0,1,100,71,0,1,1
167000,106.6,4212,0,0,1,100,71,0,1,1
167100,104.6,4149,0,0,1,100,71,0,1,1
167200,104.4,4138,0,0,1,100,71,0,1,1
167300,103.6,4112,0,0,1,100,71,0,1,1
167400,103.0,4094,0,0,1,100,71,0,1,1
167500,103.2,4105,0,0,1,100,71,0,1,1
167600,102.1,4069,0,0,1,100,71,0,1,1
167700,104.2,4138,0,0,1,100,71,0,1,1
167800,102.5,4081,0,0,1,100,71,0,1,1
167900,101.9,4055,0,0,1,100,71,0,1,1
168000,102.2,4071,0,0,1,100,71,0,1,1
168100,102.8,4089,0,0,1,100,71,0,1,1
168200,101.1,4037,0,0,1,100,71,0,1,1
168300,101.3,4042,0,0,1,100,71,0,1,1
168400,100.9,4031,0,0,1,100,71,0,1,1
168500,99.5,3988,0,0,1,100,71,0,1,1
168600,99.2,3978,0,0,1,100,71,0,1,1
168700,98.9,3963,0,0,1,100,71,0,1,1
168800,99.4,3977,0,0,1,100,71,0,1,1
168900,100.8,4022,0,0,1,100,71,0,1,1
169000,98.6,3961,0,0,1,100,71,0,1,1
169100,99.1,3976,0,0,1,100,71,0,1,1
169200,99.6,3985,0,0,1,100,71,0,1,1
169300,98.6,3952,0,0,1,100,71,0,1,1
169400,98.2,3937,0,0,1,100,71,0,1,1
169500,98.9,3960,0,0,1,100,71,0,1,1
169600,98.9,3969,0,0,1,100,71,0,1,1
169700,98.1,3944,0,0,1,100,71,0,1,1
169800,98.4,3948,0,0,1,100,71,0,1,1
169900,96.0,3870,0,0,1,100,71,0,1,1
170000,94.9,3839,0,0,1,100,71,0,1,1
170100,95.6,3856,0,0,1,100,71,0,1,1
170200,95.9,3867,0,0,1,100,71,0,1,1
170300,94.9,3835,0,0,1,100,71,0,1,1
170400,95.0,3839,0,0,1,100,71,0,1,1
170500,94.6,3829,0,0,1,100,71,0,1,1
170600,94.5,3821,0,0,1,100,71,0,1,1
170700,94.9,3834,0,0,1,100,71,0,1,1
170800,95.1,3847,0,0,1,100,71,0,1,1
170900,92.8,3775,0,0,1,100,71,0,1,1
171000,93.3,3787,0,0,1,100,71,0,1,1
171100,92.5,3762,0,0,1,100,71,0,1,1
171200,92.7,3770,0,0,1,100,71,0,1,1
171300,91.6,3728,0,0,1,100,71,0,1,1
171400,92.4,3753,0,0,1,100,71,0,1,1
171500,90.6,3699,0,0,1,100,71,0,1,1
171600,92.1,3747,0,0,1,100,71,0,1,1
171700,91.5,3725,0,0,1,100,71,0,1,1
171800,91.2,3720,0,0,1,100,71,0,1,1
171900,90.4,3690,0,0,1,100,71,0,1,1
172000,90.7,3699,0,0,1,100,71,0,1,1
172100,89.3,3657,0,0,1,100,71,0,1,1
172200,89.3,3656,0,0,1,100,71,0,1,1
172300,88.6,3630,0,0,1,100,71,0,1,1
172400,88.2,3626,0,0,1,100,71,0,1,1
172500,87.1,3590,0,0,1,100,71,0,1,1
172600,86.9,3578,0,0,1,100,71,0,1,1
172700,86.6,3574,0,0,1,100,71,0,1,1
172800,86.8,3577,0,0,1,100,71,0,1,1
172900,86.4,3562,0,0,1,100,71,0,1,1
173000,86.4,3565,0,0,1,100,71,0,1,1
173100,86.7,3578,0,0,1,100,71,0,1,1
173200,87.1,3588,0,0,1,100,71,0,1,1
173300,85.4,3535,0,0,1,100,71,0,1,1
173400,84.4,3495,0,0,1,100,71,0,1,1
173500,84.7,3513,0,0,1,100,71,0,1,1
173600,85.0,3522,0,0,1,100,71,0,1,1
173700,84.8,3512,0,0,1,100,71,0,1,1
173800,83.2,3457,0,0,1,100,71,0,1,1
173900,82.5,3437,0,0,1,100,71,0,1,1
174000,83.5,3475,0,0,1,100,71,0,1,1
174100,82.3,3432,0,0,1,100,71,0,1,1
174200,83.5,3473,0,0,1,100,71,0,1,1
174300,81.7,3412,0,0,1,100,71,0,1,1
174400,82.0,3418,0,0,1,100,71,0,1,1
174500,81.2,3401,0,0,1,100,71,0,1,1
174600,81.6,3413,0,0,1,100,71,0,1,1
174700,81.9,3416,0,0,1,100,71,0,1,1
174800,81.8,3413,0,0,1,100,71,0,1,1
174900,80.1,3364,0,0,1,100,71,0,1,1
175000,81.0,3390,0,0,1,100,71,0,1,1
175100,80.7,3385,0,0,1,100,71,0,1,1
175200,79.0,3330,0,0,1,100,71,0,1,1
175300,78.3,3305,0,0,1,100,71,0,1,1
175400,79.5,3346,0,0,1,100,71,0,1,1
175500,79.8,3356,0,0,1,100,71,0,1,1
175600,77.7,3289,0,0,1,100,71,0,1,1
175700,78.7,3314,0,0,1,100,71,0,1,1
175800,78.3,3300,0,0,1,100,71,0,1,1
175900,77.3,3269,0,0,1,100,71,0,1,1
176000,76.5,3247,0,0,1,100,71,0,1,1
176100,77.1,3264,0,0,1,100,71,0,1,1
176200,76.2,3240,0,0,1,100,71,0,1,1
176300,76.7,3255,0,0,1,100,71,0,1,1
176400,75.6,3218,0,0,1,100,71,0,1,1
176500,74.9,3196,0,0,1,100,71,0,1,1
176600,74.5,3186,0,0,1,100,71,0,1,1
176700,74.1,3165,0,0,1,100,71,0,1,1
176800,73.6,3149,0,0,1,100,71,0,1,1
176900,72.9,3133,0,0,1,100,71,0,1,1
177000,73.0,3138,0,0,1,100,71,0,1,1
177100,73.8,3166,0,0,1,100,71,0,1,1
177200,73.2,3145,0,0,1,100,71,0,1,1
177300,73.0,3139,0,0,1,100,71,0,1,1
177400,73.1,3135,0,0,1,100,71,0,1,1
177500,71.4,3083,0,0,1,100,71,0,1,1
177600,71.4,3087,0,0,1,100,71,0,1,1
177700,71.9,3097,0,0,1,100,71,0,1,1
177800,70.7,3060,0,0,1,100,71,0,1,1
177900,70.8,3071,0,0,1,100,71,0,1,1
178000,70.1,3048,0,0,1,100,71,0,1,1
178100,70.5,3058,0,0,1,100,71,0,1,1
178200,70.8,3062,0,0,1,100,71,0,1,1
178300,70.2,3050,0,0,1,100,71,0,1,1
178400,70.2,3044,0,0,1,100,71,0,1,1
178500,70.1,3041,0,0,1,100,71,0,1,1
178600,68.4,2987,0,0,1,100,71,0,1,1
178700,68.4,2983,0,0,1,100,71,0,1,1
178800,68.8,3006,0,0,1,100,71,0,1,1
178900,67.5,2958,0,0,1,100,71,0,1,1
179000,66.8,2938,0,0,1,100,71,0,1,1
179100,67.7,2963,0,0,1,100,71,0,1,1
179200,66.1,2915,0,0,1,100,71,0,1,1
179300,66.8,2942,0,0,1,100,71,0,1,1
179400,66.5,2930,0,0,1,100,71,0,1,1
179500,66.3,2921,0,0,1,100,71,0,1,1
179600,65.3,2885,0,0,1,100,71,0,1,1
179700,65.8,2904,0,0,1,100,71,0,1,1
179800,64.9,2875,0,0,1,100,71,0,1,1
179900,64.4,2862,0,0,1,100,71,0,1,1
180000,64.1,2845,0,0,1,100,71,0,1,1
180100,63.0,2811,0,0,1,100,71,0,1,1
180200,62.9,2810,0,0,1,100,71,0,1,1
180300,62.5,2802,0,0,1,100,71,0,1,1
180400,63.2,2821,0,0,1,100,71,0,1,1
180500,62.9,2810,0,0,1,100,71,0,1,1
180600,62.7,2810,0,0,1,100,71,0,1,1
180700,62.6,2803,0,0,1,100,71,0,1,1
180800,62.1,2789,0,0,1,100,71,0,1,1
180900,61.0,2749,0,0,1,100,71,0,1,1
181000,61.1,2758,0,0,1,100,71,0,1,1
181100,60.3,2735,0,0,1,100,71,0,1,1
181200,59.8,2711,0,0,1,100,71,0,1,1
181300,59.0,2684,0,0,1,100,71,0,1,1
181400,59.2,2692,0,0,1,100,71,0,1,1
181500,58.8,2681,0,0,1,100,71,0,1,1
181600,59.5,2703,0,0,1,100,71,0,1,1
181700,59.4,2698,0,0,1,100,71,0,1,1
181800,58.5,2671,0,0,1,100,71,0,1,1
181900,58.8,2678,0,0,1,100,71,0,1,1
182000,57.3,2636,0,0,1,100,71,0,1,1
182100,57.4,2634,0,0,1,100,71,0,1,1
182200,57.9,2654,0,0,1,100,71,0,1,1
182300,57.0,2625,0,0,1,100,71,0,1,1
182400,56.3,2598,0,0,1,100,71,0,1,1
182500,55.9,2591,0,0,1,100,71,0,1,1
182600,56.0,2589,0,0,1,100,71,0,1,1
182700,55.6,2581,0,0,1,100,71,0,1,1
182800,55.6,2580,0,0,1,100,71,0,1,1
182900,55.5,2578,0,0,1,100,71,0,1,1
183000,55.0,2562,0,0,1,100,71,0,1,1
183100,54.9,2553,0,0,1,100,71,0,1,1
183200,53.9,2528,0,0,1,100,71,0,1,1
183300,53.5,2506,0,0,1,100,71,0,1,1
183400,54.0,2530,0,0,1,100,71,0,1,1
183500,52.8,2492,0,0,1,100,71,0,1,1
183600,53.1,2501,0,0,1,100,71,0,1,1
183700,52.7,2482,0,0,1,100,71,0,1,1
183800,52.7,2481,0,0,1,100,71,0,1,1
183900,51.6,2447,0,0,1,100,71,0,1,1
184000,51.9,2461,0,0,1,100,71,0,1,1
184100,50.8,2419,0,0,1,100,71,0,1,1
184200,50.3,2405,0,0,1,100,71,0,1,1
184300,50.0,2401,0,0,1,100,71,0,1,1
184400,50.5,2417,0,0,1,100,71,0,1,1
184500,50.0,2403,0,0,1,100,71,0,1,1
184600,50.0,2404,0,0,1,100,71,0,1,1
184700,48.9,2361,0,0,1,100,71,0,1,1
184800,48.6,2352,0,0,1,100,71,0,1,1
184900,49.1,2365,0,0,1,100,71,0,1,1
185000,48.2,2345,0,0,1,100,71,0,1,1
185100,47.4,2313,0,0,1,100,71,0,1,1
185200,47.2,2307,0,0,1,100,71,0,1,1
185300,46.9,2297,0,0,1,100,71,0,1,1
185400,46.9,2297,0,0,1,100,71,0,1,1
185500,46.5,2288,0,0,1,100,71,0,1,1
185600,46.4,2283,0,0,1,100,71,0,1,1
185700,46.6,2289,0,0,1,100,71,0,1,1
185800,45.9,2269,0,0,1,100,71,0,1,1
185900,45.2,2245,0,0,1,100,71,0,1,1
186000,44.6,2229,0,0,1,100,71,0,1,1
186100,44.1,2210,0,0,1,100,71,0,1,1
186200,44.2,2215,0,0,1,100,71,0,1,1
186300,44.1,2211,0,0,1,100,71,0,1,1
186400,43.7,2194,0,0,1,100,71,0,1,1
186500,43.4,2188,0,0,1,100,71,0,1,1
186600,43.3,2186,0,0,1,100,71,0,1,1
186700,43.2,2178,0,0,1,100,71,0,1,1
186800,43.1,2175,0,0,1,100,71,0,1,1
186900,42.8,2166,0,0,1,100,71,0,1,1
187000,42.1,2143,0,0,1,100,71,0,1,1
187100,41.2,2120,0,0,1,100,71,0,1,1
187200,40.7,2100,0,0,1,100,71,0,1,1
187300,40.5,2097,0,0,1,100,71,0,1,1
187400,40.4,2089,0,0,1,100,71,0,1,1
187500,40.4,2093,0,0,1,100,71,0,1,1
187600,40.0,2076,0,0,1,100,71,0,1,1
187700,39.4,2059,0,0,1,100,71,0,1,1
187800,39.6,2067,0,0,1,100,71,0,1,1
187900,38.8,2046,0,0,1,100,71,0,1,1
188000,38.4,2033,0,0,1,100,71,0,1,1
188100,37.8,2011,0,0,1,100,71,0,1,1
188200,37.7,2003,0,0,1,100,71,0,1,1
188300,37.3,1990,0,0,1,100,71,0,1,1
188400,36.9,1981,0,0,1,100,71,0,1,1
188500,36.5,1967,0,0,1,100,71,0,1,1
188600,36.4,1964,0,0,1,100,71,0,1,1
188700,36.4,1968,0,0,1,100,71,0,1,1
188800,35.9,1947,0,0,1,100,71,0,1,1
188900,35.9,1954,0,0,1,100,71,0,1,1
189000,35.8,1941,0,0,1,100,71,0,1,1
189100,35.1,1925,0,0,1,100,71,0,1,1
189200,34.8,1912,0,0,1,100,71,0,1,1
189300,34.5,1905,0,0,1,100,71,0,1,1
189400,34.2,1897,0,0,1,100,71,0,1,1
189500,33.4,1870,0,0,1,100,71,0,1,1
189600,33.6,1879,0,0,1,100,71,0,1,1
189700,33.1,1854,0,0,1,100,71,0,1,1
189800,32.4,1837,0,0,1,100,71,0,1,1
189900,32.4,1832,0,0,1,100,71,0,1,1
190000,32.4,1840,0,0,1,100,71,0,1,1
190100,31.6,1812,0,0,1,100,71,0,1,1
190200,31.3,1800,0,0,1,100,71,0,1,1
190300,31.4,1806,0,0,1,100,71,0,1,1
190400,31.1,1799,0,0,1,100,71,0,1,1
190500,30.5,1780,0,0,1,100,71,0,1,1
190600,30.2,1770,0,0,1,100,71,0,1,1
190700,30.2,1764,0,0,1,100,71,0,1,1
190800,29.9,1752,0,0,1,100,71,0,1,1
190900,29.4,1743,0,0,1,100,71,0,1,1
191000,28.8,1727,0,0,1,100,71,0,1,1
191100,28.3,1710,0,0,1,100,71,0,1,1
191200,28.0,1696,0,0,1,100,71,0,1,1
191300,27.9,1695,0,0,1,100,71,0,1,1
191400,27.9,1697,0,0,1,100,71,0,1,1
191500,27.2,1666,0,0,1,100,71,0,1,1
191600,26.9,1658,0,0,1,100,71,0,1,1
191700,27.0,1658,0,0,1,100,71,0,1,1
191800,26.7,1655,0,0,1,100,71,0,1,1
191900,26.3,1643,0,0,1,100,71,0,1,1
192000,25.9,1629,0,0,1,100,71,0,1,1
192100,25.5,1613,0,0,1,100,71,0,1,1
192200,24.9,1593,0,0,1,100,71,0,1,1
192300,24.5,1584,0,0,1,100,71,0,1,1
192400,24.6,1586,0,0,1,100,71,0,1,1
192500,24.0,1565,0,0,1,100,71,0,1,1
192600,23.9,1561,0,0,1,100,71,0,1,1
192700,23.8,1561,0,0,1,100,71,0,1,1
192800,23.5,1548,0,0,1,100,71,0,1,1
192900,22.7,1525,0,0,1,100,71,0,1,1
193000,22.6,1519,0,0,1,100,71,0,1,1
193100,21.9,1497,0,0,1,100,71,0,1,1
193200,22.0,1498,0,0,1,100,71,0,1,1
193300,21.8,1497,0,0,1,100,71,0,1,1
193400,21.3,1483,0,0,1,100,71,0,1,1
193500,20.9,1467,0,0,1,100,71,0,1,1
193600,20.5,1455,0,0,1,100,71,0,1,1
193700,20.0,1437,0,0,1,100,71,0,1,1
193800,19.6,1429,0,0,1,100,71,0,1,1
193900,19.8,1435,0,0,1,100,71,0,1,1
194000,19.3,1420,0,0,1,100,71,0,1,1
194100,19.1,1409,0,0,1,100,71,0,1,1
194200,19.0,1403,0,0,1,100,71,0,1,1
194300,18.4,1385,0,0,1,100,71,0,1,1
194400,18.1,1379,0,0,1,100,71,0,1,1
194500,17.9,1372,0,0,1,100,71,0,1,1
194600,17.6,1359,0,0,1,100,71,0,1,1
194700,17.3,1348,0,0,1,100,71,0,1,1
194800,16.9,1338,0,0,1,100,71,0,1,1
194900,16.7,1336,0,0,1,100,71,0,1,1
195000,16.1,1316,0,0,1,100,71,0,1,1
195100,15.7,1302,0,0,1,100,71,0,1,1
195200,15.6,1293,0,0,1,100,71,0,1,1
195300,15.1,1284,0,0,1,100,71,0,1,1
195400,14.7,1270,0,0,1,100,71,0,1,1
195500,14.3,1259,0,0,1,100,71,0,1,1
195600,14.0,1244,0,0,1,100,71,0,1,1
195700,13.9,1245,0,0,1,100,71,0,1,1
195800,13.7,1240,0,0,1,100,71,0,1,1
195900,13.3,1223,0,0,1,100,71,0,1,1
196000,12.8,1214,0,0,1,100,71,0,1,1
196100,12.6,1204,0,0,1,100,71,0,1,1
196200,12.2,1189,0,0,1,100,71,0,1,1
196300,11.9,1178,0,0,1,100,71,0,1,1
196400,11.5,1163,0,0,1,100,71,0,1,1
196500,11.2,1159,0,0,1,100,71,0,1,1
196600,11.0,1153,0,0,1,100,71,0,1,1
196700,10.8,1142,0,0,1,100,71,0,1,1
196800,10.4,1128,0,0,1,100,71,0,1,1
196900,10.2,1128,0,0,1,100,71,0,1,1
197000,9.8,1110,0,0,1,100,71,0,1,1
197100,9.5,1100,0,0,1,100,71,0,1,1
197200,9.0,1091,0,0,1,100,71,0,1,1
197300,8.8,1084,0,0,1,100,71,0,1,1
197400,8.4,1067,0,0,1,100,71,0,1,1
197500,8.2,1059,0,0,1,100,71,0,1,1
197600,7.8,1049,0,0,1,100,71,0,1,1
197700,7.5,1041,0,0,1,100,71,0,1,1
197800,7.2,1027,0,0,1,100,71,0,1,1
197900,6.8,1019,0,0,1,100,71,0,1,1
198000,6.5,1006,0,0,1,100,71,0,1,1
198100,6.2,1001,0,0,1,100,71,0,1,1
198200,5.8,990,0,0,1,100,71,0,1,1
198300,5.5,980,0,0,1,100,71,0,1,1
198400,5.3,972,0,0,1,100,71,0,1,1
198500,5.0,962,0,0,1,100,71,0,1,1
198600,4.6,947,0,0,1,100,71,0,1,1
198700,4.2,931,0,0,1,100,71,0,1,1
198800,4.0,926,0,0,1,100,71,0,1,1
198900,3.7,920,0,0,1,100,71,0,1,1
199000,3.4,904,0,0,1,100,71,0,1,1
199100,3.0,894,0,0,1,100,71,0,1,1
199200,2.7,887,0,0,1,100,71,0,1,1
199300,2.4,872,0,0,1,100,71,0,1,1
199400,2.0,867,0,0,1,100,71,0,1,1
199500,1.7,857,0,0,1,100,71,0,1,1
199600,1.4,840,0,0,1,100,71,0,1,1
199700,1.1,836,0,0,1,100,71,0,1,1
199800,0.8,828,0,0,1,100,71,0,1,1
199900,0.5,816,0,0,1,100,71,0,1,1
200000,0.1,801,0,0,1,100,72,0,1,1
200100,0.3,803,0,0,1,100,72,0,1,1
200200,0.5,812,0,0,1,100,72,0,1,1
200300,0.8,828,0,0,1,100,72,0,1,1
200400,1.2,834,0,0,1,100,72,0,1,1
200500,1.5,849,0,0,1,100,72,0,1,1
200600,1.8,858,0,0,1,100,72,0,1,1
200700,2.1,861,0,0,1,100,72,0,1,1
200800,2.4,873,0,0,1,100,72,0,1,1
200900,2.7,882,0,0,1,100,72,0,1,1
201000,3.1,895,0,0,1,100,72,0,1,1
201100,3.4,911,0,0,1,100,72,0,1,1
201200,3.7,914,0,0,1,100,72,0,1,1
201300,4.0,924,0,0,1,100,72,0,1,1
201400,4.3,935,0,0,1,100,72,0,1,1
201500,4.6,950,0,0,1,100,72,0,1,1
201600,4.9,953,0,0,1,100,72,0,1,1
201700,5.3,972,0,0,1,100,72,0,1,1
201800,5.6,978,0,0,1,100,72,0,1,1
201900,6.0,990,0,0,1,100,72,0,1,1
202000,6.3,1004,0,0,1,100,72,0,1,1
202100,6.6,1014,0,0,1,100,72,0,1,1
202200,6.9,1024,0,0,1,100,72,0,1,1
202300,7.2,1032,0,0,1,100,72,0,1,1
202400,7.6,1048,0,0,1,100,72,0,1,1
202500,7.8,1045,0,0,1,100,72,0,1,1
202600,8.2,1064,0,0,1,100,72,0,1,1
202700,8.5,1072,0,0,1,100,72,0,1,1
202800,8.9,1085,0,0,1,100,72,0,1,1
202900,9.2,1089,0,0,1,100,72,0,1,1
203000,9.5,1107,0,0,1,100,72,0,1,1
203100,9.9,1111,0,0,1,100,72,0,1,1
203200,10.1,1127,0,0,1,100,72,0,1,1
203300,10.4,1127,0,0,1,100,72,0,1,1
203400,10.7,1146,0,0,1,100,72,0,1,1
203500,11.0,1157,0,0,1,100,72,0,1,1
203600,11.2,1155,0,0,1,100,72,0,1,1
203700,11.8,1172,0,0,1,100,72,0,1,1
203800,12.2,1186,0,0,1,100,72,0,1,1
203900,12.3,1188,0,0,1,100,72,0,1,1
